id,title,url,url_normalised,category,category_other,description,relevance,created_at,link_status,link_checked_at,submitter_id,submitter_display_name,submitter_is_pseudonym,submitter_institution_name,submitter_institution_country
"7e0c9bf2-6a6c-4956-bce8-cf9ae7e756df","Example","https://leidendeclaration.ai","leidendeclaration.ai","guidelines_and_policy",,"This declaration calls for action to address the challenges posed by the use of artificial intelligence within mathematics research. It is the result of a community initiative and is endorsed by the International Mathematical Union (IMU).",,"2026-08-21T13:22:20.552Z","ok","2026-09-01T11:00:08.881Z","1bfffb42-711c-4d92-9e28-cb7cc1fc4eb6","AdminEmma",true,,
